,attendance,box_score_text,game_date,game_remarks,game_start_time,team1_pts,team1_name,overtimes,team2_pts,team2_name,playoffs,season,location,date,home,Timezone,Lat,Long,Location,Timezone_home,Lat_home,Long_home,prev_game_date,prev_game_location,prev_game_lat,prev_game_long,prev_opponent,opp_prev_game_date,opp_prev_game_location,opp_prev_game_lat,opp_prev_game_long,2prev_game_location,2prev_game_lat,2prev_game_long,3prev_game_location,3prev_game_lat,3prev_game_long,4prev_game_location,4prev_game_lat,4prev_game_long,5prev_game_location,5prev_game_lat,5prev_game_long,6prev_game_location,6prev_game_lat,6prev_game_long,7prev_game_location,7prev_game_lat,7prev_game_long,8prev_game_location,8prev_game_lat,8prev_game_long,9prev_game_location,9prev_game_lat,9prev_game_long,10prev_game_location,10prev_game_lat,10prev_game_long,11prev_game_location,11prev_game_lat,11prev_game_long,game_of_trip,total_trip_distance,prev_game_timezone,rest,opp_rest,rest_diff,timezone_change,home_timezone_change,travel_distance,is_series_game2,won,won_prev_game,attendance_capacity
0,,Box Score,"Tue, Dec 22, 2020",,7:00p,125.0,Brooklyn Nets,,99.0,Golden State Warriors,N,2021,Brooklyn Nets,2020-12-22,Y,1,40.71274,-74.005974,Brooklyn Nets,1,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
1,,Box Score,"Tue, Dec 22, 2020",,7:00p,99.0,Golden State Warriors,,125.0,Brooklyn Nets,N,2021,Brooklyn Nets,2020-12-22,N,1,40.71274,-74.005974,Golden State Warriors,4,37.804444,-122.270833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,-3,,False,False,,0.0
2,,Box Score,"Mon, Dec 28, 2020",,7:30p,111.0,Brooklyn Nets,OT,116.0,Memphis Grizzlies,N,2021,Brooklyn Nets,2020-12-28,Y,1,40.71274,-74.005974,Brooklyn Nets,1,40.71274,-74.005974,2020-12-27,Charlotte Hornets,35.227222,-80.843056,Charlotte Hornets,2020-12-26,Memphis Grizzlies,35.1175,-89.971111,Boston Celtics,42.358056,-71.063611,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,-1.0,0.0,0,531.6194068259241,False,False,False,0.0
3,,Box Score,"Mon, Dec 28, 2020",,7:30p,116.0,Memphis Grizzlies,OT,111.0,Brooklyn Nets,N,2021,Brooklyn Nets,2020-12-28,N,1,40.71274,-74.005974,Memphis Grizzlies,2,35.1175,-89.971111,2020-12-26,Memphis Grizzlies,35.1175,-89.971111,Atlanta Hawks,2020-12-27,Charlotte Hornets,35.227222,-80.843056,Memphis Grizzlies,35.1175,-89.971111,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,953.3656187601391,2.0,2.0,1.0,1.0,-1.0,-1,953.3656187601391,False,True,False,0.0
4,,Box Score,"Wed, Dec 30, 2020",,7:30p,145.0,Brooklyn Nets,,141.0,Atlanta Hawks,N,2021,Brooklyn Nets,2020-12-30,Y,1,40.71274,-74.005974,Brooklyn Nets,1,40.71274,-74.005974,2020-12-28,Brooklyn Nets,40.71274,-74.005974,Memphis Grizzlies,2020-12-28,Atlanta Hawks,33.755,-84.39,Charlotte Hornets,35.227222,-80.843056,Boston Celtics,42.358056,-71.063611,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,False,True,False,0.0
5,,Box Score,"Wed, Dec 30, 2020",,7:30p,141.0,Atlanta Hawks,,145.0,Brooklyn Nets,N,2021,Brooklyn Nets,2020-12-30,N,1,40.71274,-74.005974,Atlanta Hawks,1,33.755,-84.39,2020-12-28,Atlanta Hawks,33.755,-84.39,Detroit Pistons,2020-12-28,Brooklyn Nets,40.71274,-74.005974,Memphis Grizzlies,35.1175,-89.971111,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,,,,1.0,742.9220774267393,1.0,2.0,2.0,0.0,0.0,0,742.9220774267393,False,False,True,0.0
6,0.0,Box Score,"Fri, Jan 1, 2021",,7:30p,96.0,Brooklyn Nets,,114.0,Atlanta Hawks,N,2021,Brooklyn Nets,2021-01-01,Y,1,40.71274,-74.005974,Brooklyn Nets,1,40.71274,-74.005974,2020-12-30,Brooklyn Nets,40.71274,-74.005974,Atlanta Hawks,2020-12-30,Brooklyn Nets,40.71274,-74.005974,Brooklyn Nets,40.71274,-74.005974,Charlotte Hornets,35.227222,-80.843056,Boston Celtics,42.358056,-71.063611,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,True,False,True,0.0
7,0.0,Box Score,"Fri, Jan 1, 2021",,7:30p,114.0,Atlanta Hawks,,96.0,Brooklyn Nets,N,2021,Brooklyn Nets,2021-01-01,N,1,40.71274,-74.005974,Atlanta Hawks,1,33.755,-84.39,2020-12-30,Brooklyn Nets,40.71274,-74.005974,Brooklyn Nets,2020-12-30,Brooklyn Nets,40.71274,-74.005974,Atlanta Hawks,33.755,-84.39,Memphis Grizzlies,35.1175,-89.971111,Chicago Bulls,41.881944,-87.627778,,,,,,,,,,,,,,,,,,,,,,2.0,742.9220774267393,1.0,2.0,2.0,0.0,0.0,0,0.0,True,True,False,0.0
8,,Box Score,"Tue, Dec 22, 2020",,10:00p,116.0,Los Angeles Clippers,,109.0,Los Angeles Lakers,N,2021,Los Angeles Lakers,2020-12-22,N,4,34.05,-118.25,Los Angeles Clippers,4,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,True,,
9,,Box Score,"Tue, Dec 22, 2020",,10:00p,109.0,Los Angeles Lakers,,116.0,Los Angeles Clippers,N,2021,Los Angeles Lakers,2020-12-22,Y,4,34.05,-118.25,Los Angeles Lakers,4,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,
10,,Box Score,"Fri, Dec 25, 2020",,8:00p,115.0,Dallas Mavericks,,138.0,Los Angeles Lakers,N,2021,Los Angeles Lakers,2020-12-25,N,4,34.05,-118.25,Dallas Mavericks,2,32.779167,-96.808889,2020-12-23,Phoenix Suns,33.45,-112.066667,Phoenix Suns,2020-12-22,Los Angeles Lakers,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,3.0,2.0,3.0,-1.0,1.0,2,340.1388831212869,False,False,False,
11,,Box Score,"Fri, Dec 25, 2020",,8:00p,138.0,Los Angeles Lakers,,115.0,Dallas Mavericks,N,2021,Los Angeles Lakers,2020-12-25,Y,4,34.05,-118.25,Los Angeles Lakers,4,34.05,-118.25,2020-12-22,Los Angeles Lakers,34.05,-118.25,Los Angeles Clippers,2020-12-23,Phoenix Suns,33.45,-112.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,1.0,0.0,0,0.0,False,True,False,
12,,Box Score,"Sun, Dec 27, 2020",,10:00p,127.0,Los Angeles Lakers,,91.0,Minnesota Timberwolves,N,2021,Los Angeles Lakers,2020-12-27,Y,4,34.05,-118.25,Los Angeles Lakers,4,34.05,-118.25,2020-12-25,Los Angeles Lakers,34.05,-118.25,Dallas Mavericks,2020-12-26,Utah Jazz,40.760833,-111.891111,Los Angeles Lakers,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,0.0,0,0.0,False,True,True,
13,,Box Score,"Sun, Dec 27, 2020",,10:00p,91.0,Minnesota Timberwolves,,127.0,Los Angeles Lakers,N,2021,Los Angeles Lakers,2020-12-27,N,4,34.05,-118.25,Minnesota Timberwolves,2,44.981944,-93.269167,2020-12-26,Utah Jazz,40.760833,-111.891111,Utah Jazz,2020-12-25,Los Angeles Lakers,34.05,-118.25,Minnesota Timberwolves,44.981944,-93.269167,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1636.4070991883805,3.0,1.0,2.0,-1.0,1.0,2,578.7551897453249,False,False,True,
14,,Box Score,"Mon, Dec 28, 2020",,10:00p,115.0,Portland Trail Blazers,,107.0,Los Angeles Lakers,N,2021,Los Angeles Lakers,2020-12-28,N,4,34.05,-118.25,Portland Trail Blazers,4,45.52,-122.681944,2020-12-26,Portland Trail Blazers,45.52,-122.681944,Houston Rockets,2020-12-27,Los Angeles Lakers,34.05,-118.25,Portland Trail Blazers,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,827.5975894558081,4.0,2.0,1.0,1.0,0.0,0,827.5975894558081,False,True,True,
15,,Box Score,"Mon, Dec 28, 2020",,10:00p,107.0,Los Angeles Lakers,,115.0,Portland Trail Blazers,N,2021,Los Angeles Lakers,2020-12-28,Y,4,34.05,-118.25,Los Angeles Lakers,4,34.05,-118.25,2020-12-27,Los Angeles Lakers,34.05,-118.25,Minnesota Timberwolves,2020-12-26,Portland Trail Blazers,45.52,-122.681944,Los Angeles Lakers,34.05,-118.25,Los Angeles Lakers,34.05,-118.25,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,2.0,-1.0,0.0,0,0.0,False,False,True,
16,,Box Score,"Wed, Dec 23, 2020",,8:00p,111.0,Minnesota Timberwolves,,101.0,Detroit Pistons,N,2021,Minnesota Timberwolves,2020-12-23,Y,2,44.981944,-93.269167,Minnesota Timberwolves,2,44.981944,-93.269167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
17,,Box Score,"Wed, Dec 23, 2020",,8:00p,101.0,Detroit Pistons,,111.0,Minnesota Timberwolves,N,2021,Minnesota Timberwolves,2020-12-23,N,2,44.981944,-93.269167,Detroit Pistons,1,42.331389,-83.045833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1,,False,False,,0.0
18,0.0,Box Score,"Fri, Jan 1, 2021",,8:00p,130.0,Washington Wizards,,109.0,Minnesota Timberwolves,N,2021,Minnesota Timberwolves,2021-01-01,N,2,44.981944,-93.269167,Washington Wizards,1,38.9101,-77.0147,2020-12-31,Washington Wizards,38.9101,-77.0147,Chicago Bulls,2020-12-29,Los Angeles Clippers,34.05,-118.25,Washington Wizards,38.9101,-77.0147,Washington Wizards,38.9101,-77.0147,Washington Wizards,38.9101,-77.0147,Philadelphia 76ers,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,1.0,981.4125457415912,1.0,1.0,3.0,-2.0,1.0,1,981.4125457415912,False,True,False,0.0
19,0.0,Box Score,"Fri, Jan 1, 2021",,8:00p,109.0,Minnesota Timberwolves,,130.0,Washington Wizards,N,2021,Minnesota Timberwolves,2021-01-01,Y,2,44.981944,-93.269167,Minnesota Timberwolves,2,44.981944,-93.269167,2020-12-29,Los Angeles Clippers,34.05,-118.25,Los Angeles Clippers,2020-12-31,Washington Wizards,38.9101,-77.0147,Los Angeles Lakers,34.05,-118.25,Utah Jazz,40.760833,-111.891111,Minnesota Timberwolves,44.981944,-93.269167,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,2.0,-2.0,0,1558.6352460088442,False,False,False,0.0
20,0.0,Box Score,"Wed, Dec 23, 2020",,10:00p,100.0,Portland Trail Blazers,,120.0,Utah Jazz,N,2021,Portland Trail Blazers,2020-12-23,Y,4,45.52,-122.681944,Portland Trail Blazers,4,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,False,,0.0
21,0.0,Box Score,"Wed, Dec 23, 2020",,10:00p,120.0,Utah Jazz,,100.0,Portland Trail Blazers,N,2021,Portland Trail Blazers,2020-12-23,N,4,45.52,-122.681944,Utah Jazz,3,40.760833,-111.891111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1,,False,True,,0.0
22,,Box Score,"Sat, Dec 26, 2020",,10:00p,128.0,Portland Trail Blazers,OT,126.0,Houston Rockets,N,2021,Portland Trail Blazers,2020-12-26,Y,4,45.52,-122.681944,Portland Trail Blazers,4,45.52,-122.681944,2020-12-23,Portland Trail Blazers,45.52,-122.681944,Utah Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,0.0,0,0.0,False,True,False,0.0
23,,Box Score,"Sat, Dec 26, 2020",,10:00p,126.0,Houston Rockets,OT,128.0,Portland Trail Blazers,N,2021,Portland Trail Blazers,2020-12-26,N,4,45.52,-122.681944,Houston Rockets,2,29.762778,-95.383056,,,,,,2020-12-23,Portland Trail Blazers,45.52,-122.681944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,2,,False,False,,0.0
24,300.0,Box Score,"Wed, Dec 23, 2020",,7:00p,121.0,Cleveland Cavaliers,,114.0,Charlotte Hornets,N,2021,Cleveland Cavaliers,2020-12-23,Y,1,41.482222,-81.669722,Cleveland Cavaliers,1,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,300.0
25,300.0,Box Score,"Wed, Dec 23, 2020",,7:00p,114.0,Charlotte Hornets,,121.0,Cleveland Cavaliers,N,2021,Cleveland Cavaliers,2020-12-23,N,1,41.482222,-81.669722,Charlotte Hornets,1,35.227222,-80.843056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,False,,300.0
26,300.0,Box Score,"Sun, Dec 27, 2020",,7:30p,94.0,Philadelphia 76ers,,118.0,Cleveland Cavaliers,N,2021,Cleveland Cavaliers,2020-12-27,N,1,41.482222,-81.669722,Philadelphia 76ers,1,39.952778,-75.163611,2020-12-26,New York Knicks,40.71274,-74.005974,New York Knicks,2020-12-26,Detroit Pistons,42.331389,-83.045833,Philadelphia 76ers,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,503.92238686571784,1.0,1.0,1.0,0.0,0.0,0,421.79564969981,False,False,True,300.0
27,300.0,Box Score,"Sun, Dec 27, 2020",,7:30p,118.0,Cleveland Cavaliers,,94.0,Philadelphia 76ers,N,2021,Cleveland Cavaliers,2020-12-27,Y,1,41.482222,-81.669722,Cleveland Cavaliers,1,41.482222,-81.669722,2020-12-26,Detroit Pistons,42.331389,-83.045833,Detroit Pistons,2020-12-26,New York Knicks,40.71274,-74.005974,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,95.28090703443203,False,True,True,300.0
28,300.0,Box Score,"Tue, Dec 29, 2020",,7:00p,86.0,Cleveland Cavaliers,,95.0,New York Knicks,N,2021,Cleveland Cavaliers,2020-12-29,Y,1,41.482222,-81.669722,Cleveland Cavaliers,1,41.482222,-81.669722,2020-12-27,Cleveland Cavaliers,41.482222,-81.669722,Philadelphia 76ers,2020-12-27,New York Knicks,40.71274,-74.005974,Detroit Pistons,42.331389,-83.045833,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,False,False,True,300.0
29,300.0,Box Score,"Tue, Dec 29, 2020",,7:00p,95.0,New York Knicks,,86.0,Cleveland Cavaliers,N,2021,Cleveland Cavaliers,2020-12-29,N,1,41.482222,-81.669722,New York Knicks,1,40.71274,-74.005974,2020-12-27,New York Knicks,40.71274,-74.005974,Milwaukee Bucks,2020-12-27,Cleveland Cavaliers,41.482222,-81.669722,New York Knicks,40.71274,-74.005974,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,,1.0,421.79564969981,1.0,2.0,2.0,0.0,0.0,0,421.79564969981,False,True,True,300.0
30,0.0,Box Score,"Wed, Dec 23, 2020",,7:00p,113.0,Philadelphia 76ers,,107.0,Washington Wizards,N,2021,Philadelphia 76ers,2020-12-23,Y,1,39.952778,-75.163611,Philadelphia 76ers,1,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
31,0.0,Box Score,"Wed, Dec 23, 2020",,7:00p,107.0,Washington Wizards,,113.0,Philadelphia 76ers,N,2021,Philadelphia 76ers,2020-12-23,N,1,39.952778,-75.163611,Washington Wizards,1,38.9101,-77.0147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,False,,0.0
32,,Box Score,"Tue, Dec 29, 2020",,7:00p,93.0,Toronto Raptors,,100.0,Philadelphia 76ers,N,2021,Philadelphia 76ers,2020-12-29,N,1,39.952778,-75.163611,Toronto Raptors,1,43.741667,-79.373333,2020-12-26,San Antonio Spurs,29.425,-98.493889,San Antonio Spurs,2020-12-27,Cleveland Cavaliers,41.482222,-81.669722,Toronto Raptors,43.741667,-79.373333,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2903.67171077311,2.0,3.0,2.0,1.0,-1.0,0,1466.401092232136,False,False,False,0.0
33,,Box Score,"Tue, Dec 29, 2020",,7:00p,100.0,Philadelphia 76ers,,93.0,Toronto Raptors,N,2021,Philadelphia 76ers,2020-12-29,Y,1,39.952778,-75.163611,Philadelphia 76ers,1,39.952778,-75.163611,2020-12-27,Cleveland Cavaliers,41.482222,-81.669722,Cleveland Cavaliers,2020-12-26,San Antonio Spurs,29.425,-98.493889,New York Knicks,40.71274,-74.005974,Philadelphia 76ers,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,-1.0,0.0,0,370.577764875487,False,True,False,0.0
34,0.0,Box Score,"Sat, Jan 2, 2021",,7:00p,127.0,Philadelphia 76ers,,112.0,Charlotte Hornets,N,2021,Philadelphia 76ers,2021-01-02,Y,1,39.952778,-75.163611,Philadelphia 76ers,1,39.952778,-75.163611,2020-12-31,Orlando Magic,28.54,-81.38,Orlando Magic,2021-01-01,Charlotte Hornets,35.227222,-80.843056,Philadelphia 76ers,39.952778,-75.163611,Cleveland Cavaliers,41.482222,-81.669722,New York Knicks,40.71274,-74.005974,Philadelphia 76ers,39.952778,-75.163611,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,0,857.5137507296761,False,True,True,0.0
35,0.0,Box Score,"Sat, Jan 2, 2021",,7:00p,112.0,Charlotte Hornets,,127.0,Philadelphia 76ers,N,2021,Philadelphia 76ers,2021-01-02,N,1,39.952778,-75.163611,Charlotte Hornets,1,35.227222,-80.843056,2021-01-01,Charlotte Hornets,35.227222,-80.843056,Memphis Grizzlies,2020-12-31,Orlando Magic,28.54,-81.38,Dallas Mavericks,32.779167,-96.808889,Charlotte Hornets,35.227222,-80.843056,Charlotte Hornets,35.227222,-80.843056,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,1.0,449.97544269404386,1.0,1.0,2.0,-1.0,0.0,0,449.97544269404386,False,False,False,0.0
36,0.0,Box Score,"Wed, Dec 23, 2020",,7:00p,107.0,New York Knicks,,121.0,Indiana Pacers,N,2021,Indiana Pacers,2020-12-23,N,1,39.768611,-86.158056,New York Knicks,1,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0,,False,False,,0.0
37,0.0,Box Score,"Wed, Dec 23, 2020",,7:00p,121.0,Indiana Pacers,,107.0,New York Knicks,N,2021,Indiana Pacers,2020-12-23,Y,1,39.768611,-86.158056,Indiana Pacers,1,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
38,,Box Score,"Sun, Dec 27, 2020",,8:00p,108.0,Indiana Pacers,,107.0,Boston Celtics,N,2021,Indiana Pacers,2020-12-27,Y,1,39.768611,-86.158056,Indiana Pacers,1,39.768611,-86.158056,2020-12-26,Chicago Bulls,41.881944,-87.627778,Chicago Bulls,2020-12-25,Boston Celtics,42.358056,-71.063611,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,-1.0,-1.0,0,166.44223624124191,False,True,True,0.0
39,,Box Score,"Sun, Dec 27, 2020",,8:00p,107.0,Boston Celtics,,108.0,Indiana Pacers,N,2021,Indiana Pacers,2020-12-27,N,1,39.768611,-86.158056,Boston Celtics,1,42.358056,-71.063611,2020-12-25,Boston Celtics,42.358056,-71.063611,Brooklyn Nets,2020-12-26,Chicago Bulls,41.881944,-87.627778,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,843.3017487101266,1.0,2.0,1.0,1.0,0.0,0,843.3017487101266,False,False,False,0.0
40,,Box Score,"Tue, Dec 29, 2020",,7:00p,111.0,Indiana Pacers,,116.0,Boston Celtics,N,2021,Indiana Pacers,2020-12-29,Y,1,39.768611,-86.158056,Indiana Pacers,1,39.768611,-86.158056,2020-12-27,Indiana Pacers,39.768611,-86.158056,Boston Celtics,2020-12-27,Indiana Pacers,39.768611,-86.158056,Chicago Bulls,41.881944,-87.627778,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,True,False,True,0.0
41,,Box Score,"Tue, Dec 29, 2020",,7:00p,116.0,Boston Celtics,,111.0,Indiana Pacers,N,2021,Indiana Pacers,2020-12-29,N,1,39.768611,-86.158056,Boston Celtics,1,42.358056,-71.063611,2020-12-27,Indiana Pacers,39.768611,-86.158056,Indiana Pacers,2020-12-27,Indiana Pacers,39.768611,-86.158056,Boston Celtics,42.358056,-71.063611,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,2.0,843.3017487101266,1.0,2.0,2.0,0.0,0.0,0,0.0,True,True,False,0.0
42,,Box Score,"Thu, Dec 31, 2020",,3:00p,99.0,Cleveland Cavaliers,,119.0,Indiana Pacers,N,2021,Indiana Pacers,2020-12-31,N,1,39.768611,-86.158056,Cleveland Cavaliers,1,41.482222,-81.669722,2020-12-29,Cleveland Cavaliers,41.482222,-81.669722,New York Knicks,2020-12-29,Indiana Pacers,39.768611,-86.158056,Cleveland Cavaliers,41.482222,-81.669722,Detroit Pistons,42.331389,-83.045833,Cleveland Cavaliers,41.482222,-81.669722,,,,,,,,,,,,,,,,,,,,,,1.0,272.09628907909683,1.0,2.0,2.0,0.0,0.0,0,272.09628907909683,False,False,False,0.0
43,,Box Score,"Thu, Dec 31, 2020",,3:00p,119.0,Indiana Pacers,,99.0,Cleveland Cavaliers,N,2021,Indiana Pacers,2020-12-31,Y,1,39.768611,-86.158056,Indiana Pacers,1,39.768611,-86.158056,2020-12-29,Indiana Pacers,39.768611,-86.158056,Boston Celtics,2020-12-29,Cleveland Cavaliers,41.482222,-81.669722,Indiana Pacers,39.768611,-86.158056,Chicago Bulls,41.881944,-87.627778,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,False,True,False,0.0
44,0.0,Box Score,"Sat, Jan 2, 2021",,7:00p,102.0,Indiana Pacers,,106.0,New York Knicks,N,2021,Indiana Pacers,2021-01-02,Y,1,39.768611,-86.158056,Indiana Pacers,1,39.768611,-86.158056,2020-12-31,Indiana Pacers,39.768611,-86.158056,Cleveland Cavaliers,2020-12-31,Toronto Raptors,43.741667,-79.373333,Indiana Pacers,39.768611,-86.158056,Indiana Pacers,39.768611,-86.158056,Chicago Bulls,41.881944,-87.627778,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,0.0,0,0.0,False,False,True,0.0
45,0.0,Box Score,"Sat, Jan 2, 2021",,7:00p,106.0,New York Knicks,,102.0,Indiana Pacers,N,2021,Indiana Pacers,2021-01-02,N,1,39.768611,-86.158056,New York Knicks,1,40.71274,-74.005974,2020-12-31,Toronto Raptors,43.741667,-79.373333,Toronto Raptors,2020-12-31,Indiana Pacers,39.768611,-86.158056,Cleveland Cavaliers,41.482222,-81.669722,New York Knicks,40.71274,-74.005974,New York Knicks,40.71274,-74.005974,Indiana Pacers,39.768611,-86.158056,,,,,,,,,,,,,,,,,,,3.0,1082.7118259601825,1.0,2.0,2.0,0.0,0.0,0,460.85069188609833,False,True,False,0.0
46,0.0,Box Score,"Wed, Dec 23, 2020",,7:30p,122.0,Boston Celtics,,121.0,Milwaukee Bucks,N,2021,Boston Celtics,2020-12-23,Y,1,42.358056,-71.063611,Boston Celtics,1,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,0.0
47,0.0,Box Score,"Wed, Dec 23, 2020",,7:30p,121.0,Milwaukee Bucks,,122.0,Boston Celtics,N,2021,Boston Celtics,2020-12-23,N,1,42.358056,-71.063611,Milwaukee Bucks,2,43.05,-87.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,-1,,False,False,,0.0
48,,Box Score,"Fri, Dec 25, 2020",,5:00p,95.0,Boston Celtics,,123.0,Brooklyn Nets,N,2021,Boston Celtics,2020-12-25,Y,1,42.358056,-71.063611,Boston Celtics,1,42.358056,-71.063611,2020-12-23,Boston Celtics,42.358056,-71.063611,Milwaukee Bucks,2020-12-22,Brooklyn Nets,40.71274,-74.005974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,-1.0,0.0,0,0.0,False,False,True,0.0
49,,Box Score,"Fri, Dec 25, 2020",,5:00p,123.0,Brooklyn Nets,,95.0,Boston Celtics,N,2021,Boston Celtics,2020-12-25,N,1,42.358056,-71.063611,Brooklyn Nets,1,40.71274,-74.005974,2020-12-22,Brooklyn Nets,40.71274,-74.005974,Golden State Warriors,2020-12-23,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,196.71738102494564,1.0,3.0,2.0,1.0,0.0,0,196.71738102494564,False,True,True,0.0
50,,Box Score,"Wed, Dec 30, 2020",,7:30p,126.0,Boston Celtics,,107.0,Memphis Grizzlies,N,2021,Boston Celtics,2020-12-30,Y,1,42.358056,-71.063611,Boston Celtics,1,42.358056,-71.063611,2020-12-29,Indiana Pacers,39.768611,-86.158056,Indiana Pacers,2020-12-28,Brooklyn Nets,40.71274,-74.005974,Indiana Pacers,39.768611,-86.158056,Boston Celtics,42.358056,-71.063611,Boston Celtics,42.358056,-71.063611,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,-1.0,0.0,0,843.3017487101266,False,True,True,0.0
51,,Box Score,"Wed, Dec 30, 2020",,7:30p,107.0,Memphis Grizzlies,,126.0,Boston Celtics,N,2021,Boston Celtics,2020-12-30,N,1,42.358056,-71.063611,Memphis Grizzlies,2,35.1175,-89.971111,2020-12-28,Brooklyn Nets,40.71274,-74.005974,Brooklyn Nets,2020-12-29,Indiana Pacers,39.768611,-86.158056,Memphis Grizzlies,35.1175,-89.971111,Memphis Grizzlies,35.1175,-89.971111,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1150.0829997850847,1.0,2.0,1.0,1.0,0.0,-1,196.71738102494564,False,False,True,0.0
52,3396.0,Box Score,"Wed, Dec 23, 2020",,7:00p,113.0,Orlando Magic,,107.0,Miami Heat,N,2021,Orlando Magic,2020-12-23,Y,1,28.54,-81.38,Orlando Magic,1,28.54,-81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,False,True,,3396.0
